,gene,rep1,rep2,rep3,consist_num,Final_Cluster
441,A_Gene332,DTW-K1-001-DPGP003,DTW-K1-001-DPGP008,DTW-K1-001-DPGP003,2,DTW-K1-001-DPGP003
442,A_Gene313,DTW-K1-001-DPGP003,DTW-K1-001-DPGP005,DTW-K1-001-DPGP006,1,
443,B_Gene247,DTW-K1-001-DPGP019,DTW-K1-001-DPGP014,DTW-K1-001-DPGP016,1,
444,B_Gene169,DTW-K1-001-DPGP004,DTW-K1-001-DPGP011,DTW-K1-001-DPGP009,1,
445,A_Gene328,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,3,DTW-K1-001-DPGP006
446,B_Gene27,DTW-K1-001-DPGP007,DTW-K1-001-DPGP003,DTW-K1-001-DPGP006,1,
447,A_Gene350,DTW-K1-001-DPGP006,DTW-K1-001-DPGP009,DTW-K1-001-DPGP010,1,
448,A_Gene456,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,3,DTW-K1-001-DPGP001
449,B_Gene417,DTW-K1-001-DPGP013,DTW-K1-001-DPGP017,DTW-K1-001-DPGP010,1,
450,A_Gene97,DTW-K1-001-DPGP009,DTW-K1-001-DPGP006,DTW-K1-001-DPGP010,1,
451,B_Gene490,DTW-K1-001-DPGP015,DTW-K1-001-DPGP018,DTW-K1-001-DPGP014,1,
452,B_Gene79,DTW-K1-001-DPGP019,DTW-K1-001-DPGP002,DTW-K1-001-DPGP016,1,
453,B_Gene280,DTW-K1-001-DPGP018,DTW-K1-001-DPGP016,DTW-K1-001-DPGP006,1,
454,A_Gene336,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,3,DTW-K1-001-DPGP006
455,A_Gene261,DTW-K1-001-DPGP015,DTW-K1-001-DPGP004,DTW-K1-001-DPGP004,2,DTW-K1-001-DPGP004
456,A_Gene213,DTW-K1-001-DPGP006,DTW-K1-001-DPGP019,DTW-K1-001-DPGP016,1,
457,A_Gene115,DTW-K1-001-DPGP014,DTW-K1-001-DPGP013,DTW-K1-001-DPGP011,1,
458,B_Gene171,DTW-K1-001-DPGP004,DTW-K1-001-DPGP016,DTW-K1-001-DPGP018,1,
459,B_Gene284,DTW-K1-001-DPGP006,DTW-K1-001-DPGP005,DTW-K1-001-DPGP006,2,DTW-K1-001-DPGP006
460,A_Gene228,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,3,DTW-K1-001-DPGP001
461,A_Gene458,DTW-K1-001-DPGP001,DTW-K1-001-DPGP010,DTW-K1-001-DPGP003,1,
462,A_Gene243,DTW-K1-001-DPGP001,DTW-K1-001-DPGP004,DTW-K1-001-DPGP004,2,DTW-K1-001-DPGP004
463,A_Gene477,DTW-K1-001-DPGP012,DTW-K1-001-DPGP012,DTW-K1-001-DPGP004,2,DTW-K1-001-DPGP012
464,A_Gene294,DTW-K1-001-DPGP014,DTW-K1-001-DPGP014,DTW-K1-001-DPGP014,3,DTW-K1-001-DPGP014
465,A_Gene465,DTW-K1-001-DPGP008,DTW-K1-001-DPGP018,DTW-K1-001-DPGP014,1,
466,A_Gene397,DTW-K1-001-DPGP009,DTW-K1-001-DPGP013,DTW-K1-001-DPGP006,1,
467,A_Gene44,DTW-K1-001-DPGP005,DTW-K1-001-DPGP013,DTW-K1-001-DPGP015,1,
468,B_Gene451,DTW-K1-001-DPGP009,DTW-K1-001-DPGP007,DTW-K1-001-DPGP009,2,DTW-K1-001-DPGP009
469,A_Gene340,DTW-K1-001-DPGP016,DTW-K1-001-DPGP008,DTW-K1-001-DPGP014,1,
470,A_Gene90,DTW-K1-001-DPGP014,DTW-K1-001-DPGP001,DTW-K1-001-DPGP019,1,
471,B_Gene305,DTW-K1-001-DPGP016,DTW-K1-001-DPGP007,DTW-K1-001-DPGP018,1,
472,B_Gene180,DTW-K1-001-DPGP003,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,2,DTW-K1-001-DPGP006
473,A_Gene260,DTW-K1-001-DPGP006,DTW-K1-001-DPGP007,DTW-K1-001-DPGP007,2,DTW-K1-001-DPGP007
474,A_Gene236,DTW-K1-001-DPGP015,DTW-K1-001-DPGP004,DTW-K1-001-DPGP019,1,
475,B_Gene100,DTW-K1-001-DPGP015,DTW-K1-001-DPGP005,DTW-K1-001-DPGP009,1,
476,B_Gene394,DTW-K1-001-DPGP019,DTW-K1-001-DPGP019,DTW-K1-001-DPGP019,3,DTW-K1-001-DPGP019
477,A_Gene400,DTW-K1-001-DPGP007,DTW-K1-001-DPGP003,DTW-K1-001-DPGP003,2,DTW-K1-001-DPGP003
478,A_Gene431,DTW-K1-001-DPGP008,DTW-K1-001-DPGP011,DTW-K1-001-DPGP003,1,
